Date,Open,High,Low,Close,Adj_Close,Volume,Compound,Negative,Neutral,Positive
2/8/2007,3.051071,3.089643,3.050357,3.077857,2.612474,679030800,0.9928,0.016,0.819,0.165
2/9/2007,3.067143,3.078571,2.971786,2.973929,2.52426,860540800,0.9634,0.027,0.875,0.099
2/12/2007,3.015357,3.042143,2.986786,3.031429,2.573066,724071600,-0.9729,0.151,0.79,0.059
2/13/2007,3.041429,3.046071,3.010714,3.025,2.567609,580986000,0,0,0,0
2/14/2007,3.0225,3.058571,3.020357,3.046429,2.585798,507981600,0.9158,0.041,0.861,0.098
2/15/2007,3.051429,3.057857,3.027857,3.043214,2.583069,363661200,0.6369,0.04,0.894,0.065
2/16/2007,3.044643,3.050357,3.023571,3.029643,2.571551,399868000,0.4754,0.055,0.874,0.071
2/20/2007,3.023214,3.077143,3.005714,3.067857,2.603987,617702400,0.9789,0.009,0.883,0.108
2/21/2007,3.070714,3.196071,3.07,3.185714,2.704023,1155313600,-0.8625,0.07,0.895,0.035
2/22/2007,3.242857,3.243214,3.161786,3.196786,2.713421,838224800,0.8402,0.08,0.821,0.099
2/23/2007,3.184286,3.226429,3.173214,3.181071,2.700082,517893600,0.9806,0.044,0.824,0.132
2/26/2007,3.208571,3.214286,3.128929,3.161071,2.683106,615848800,0.9869,0,0.852,0.148
2/27/2007,3.082143,3.11,2.978929,2.9975,2.544268,1145813200,0.9581,0.013,0.862,0.125
2/28/2007,2.964286,3.057143,2.964286,3.021786,2.564882,919475200,0,0,0,0
3/1/2007,3.001071,3.153929,2.991071,3.109286,2.639151,1415528800,-0.9539,0.105,0.884,0.011
3/2/2007,3.098929,3.126429,3.043214,3.050357,2.589132,860000400,-0.93,0.065,0.911,0.024
3/5/2007,3.0675,3.166071,3.062857,3.082857,2.616718,838899600,0.3071,0.039,0.913,0.048
3/6/2007,3.135714,3.153929,3.121429,3.149643,2.673406,723186800,0.9944,0,0.79,0.21
3/7/2007,3.144643,3.1775,3.123214,3.132857,2.659158,626284400,0,0,0,0
3/8/2007,3.163929,3.168571,3.123571,3.142857,2.667646,511011200,0.4398,0.02,0.948,0.032
3/9/2007,3.171429,3.173214,3.121429,3.141786,2.666737,451836000,0.9501,0.018,0.889,0.093
3/12/2007,3.145357,3.213929,3.1425,3.209643,2.724334,729408400,-0.9724,0.166,0.743,0.091
3/13/2007,3.193214,3.235714,3.157143,3.157143,2.679772,867890800,0.5135,0.095,0.806,0.099
3/14/2007,3.164286,3.214286,3.14,3.214286,2.728275,796586000,0.9553,0.038,0.852,0.11
3/15/2007,3.212857,3.227143,3.189643,3.198929,2.715241,559498800,0.5713,0.027,0.926,0.046
3/16/2007,3.197857,3.213929,3.19,3.199643,2.715847,571704000,0.1882,0.055,0.886,0.06
