Date,Open,High,Low,Close,Adj_Close,Volume,Compound,Negative,Neutral,Positive
5/22/2009,4.430357,4.435,4.348214,4.375,3.713485,297998400,0.8519,0.015,0.896,0.089
5/26/2009,4.455714,4.6725,4.448214,4.670714,3.964486,636927200,0.9277,0.044,0.862,0.094
5/27/2009,4.706429,4.820714,4.675357,4.751786,4.0333,646422000,0.9833,0.011,0.884,0.105
5/28/2009,4.766071,4.835357,4.715357,4.823929,4.094533,487552800,0.9319,0.02,0.895,0.086
5/29/2009,4.835357,4.853571,4.780357,4.850357,4.116965,456534400,0.4215,0,0.949,0.051
6/1/2009,4.873929,4.999643,4.857143,4.976786,4.224277,452499600,0,0,0,0
6/2/2009,4.963929,5.047857,4.941071,4.981786,4.228522,456223600,0.9393,0.009,0.932,0.058
6/3/2009,5,5.039643,4.966786,5.033929,4.27278,565199600,0.8648,0.012,0.933,0.054
6/4/2009,5.004643,5.149286,5.001429,5.133571,4.357358,550634000,0.9656,0.027,0.86,0.113
6/5/2009,5.189643,5.228571,5.114643,5.166786,4.38555,632716000,0.8852,0.043,0.872,0.085
6/8/2009,5.136429,5.151071,4.979643,5.1375,4.360693,931652400,0.431,0.008,0.97,0.022
6/9/2009,5.136071,5.162857,5.019643,5.097143,4.326438,676964400,0.8176,0.008,0.942,0.05
6/10/2009,5.081429,5.083929,4.939286,5.008929,4.251562,688623600,0.7757,0.02,0.919,0.061
6/11/2009,4.983929,5.055714,4.948214,4.998214,4.242467,524823600,0,0,0,0
6/12/2009,4.9575,4.967857,4.858571,4.891786,4.152132,563085600,0.4854,0.035,0.91,0.055
6/15/2009,4.8575,4.890357,4.8175,4.860357,4.125454,539750400,0.8994,0.034,0.879,0.087
6/16/2009,4.880714,4.945357,4.860714,4.869643,4.133336,514805200,0.7887,0.042,0.865,0.093
6/17/2009,4.881071,4.908929,4.804643,4.842143,4.109994,571412800,0.9826,0.017,0.876,0.106
6/18/2009,4.861071,4.928571,4.8425,4.852857,4.119089,427680400,0.9176,0.021,0.878,0.101
6/19/2009,4.931071,4.982143,4.889286,4.981429,4.22822,721856800,0.982,0.042,0.825,0.133
6/22/2009,5.023929,5.055714,4.868929,4.906071,4.164257,634914000,-0.3939,0.063,0.876,0.061
6/23/2009,4.871429,4.891071,4.745714,4.786071,4.0624,706532400,-0.9013,0.084,0.875,0.041
6/24/2009,4.836429,4.910714,4.816429,4.865,4.129396,485525600,-0.8225,0.087,0.859,0.054
6/25/2009,4.848214,5.007143,4.828929,4.995,4.23974,589447600,0.8458,0.082,0.813,0.106
6/26/2009,4.9925,5.127143,4.990714,5.087143,4.317948,439384400,0.9686,0.051,0.776,0.173
6/29/2009,5.123571,5.141071,5.055,5.070357,4.3037,567616000,0.8594,0,0.841,0.159
6/30/2009,5.092143,5.135714,5.064286,5.086786,4.317644,434224000,0.7059,0.084,0.799,0.117
7/1/2009,5.125,5.166429,5.09,5.101071,4.32977,414178800,0,0,0,0
7/2/2009,5.044643,5.101071,4.9925,5.000714,4.244587,370479200,0.3485,0.028,0.936,0.036
7/6/2009,4.953571,4.963929,4.866071,4.950357,4.201846,498688400,0.4338,0.053,0.887,0.06
7/7/2009,4.945714,4.988571,4.827857,4.835714,4.104537,461596800,0.4742,0.035,0.919,0.045
7/8/2009,4.854286,4.93,4.800714,4.900714,4.159708,575929200,0.9638,0.01,0.894,0.096
7/9/2009,4.92,4.928214,4.854643,4.87,4.133639,343025200,0,0,0,0
7/10/2009,4.869286,4.963214,4.868571,4.947143,4.199118,445275600,0.9769,0.053,0.797,0.15
7/13/2009,4.983571,5.083571,4.911786,5.083571,4.314916,483501200,-0.8876,0.094,0.857,0.049
7/14/2009,5.0725,5.113571,5.041429,5.081071,4.312795,347247600,-0.9493,0.114,0.828,0.058
7/15/2009,5.18,5.25,5.154286,5.245714,4.452543,485587200,0.9605,0.004,0.938,0.058
7/16/2009,5.205714,5.286429,5.198929,5.268571,4.471945,393570800,0.4195,0.038,0.916,0.047
7/17/2009,5.324286,5.429286,5.308214,5.419643,4.600174,602154000,0.872,0.037,0.88,0.082
7/20/2009,5.473929,5.537143,5.388929,5.461071,4.635338,735526400,0.9818,0.022,0.844,0.134
7/21/2009,5.474643,5.479643,5.348214,5.411071,4.592898,874781600,0.9205,0.05,0.841,0.109
7/22/2009,5.635357,5.668929,5.575357,5.597857,4.751443,874104000,0.8484,0.072,0.822,0.106
7/23/2009,5.593929,5.658571,5.555714,5.636429,4.78418,526962800,-0.0697,0.11,0.793,0.098
7/24/2009,5.605357,5.714286,5.589286,5.713929,4.849963,438362400,0.7981,0.062,0.851,0.087
7/27/2009,5.720357,5.745714,5.616429,5.717857,4.853296,433311200,-0.4601,0.154,0.713,0.133
7/28/2009,5.674286,5.717857,5.628571,5.714286,4.850266,363554800,0.8687,0.037,0.737,0.226
7/29/2009,5.675,5.730357,5.651786,5.715357,4.851176,382158000,-0.9552,0.285,0.687,0.028
7/30/2009,5.775,5.882857,5.767857,5.813929,4.934844,469604800,0.0661,0.125,0.756,0.118
7/31/2009,5.821071,5.892857,5.818214,5.835357,4.953032,422536800,-0.4767,0.093,0.835,0.071
8/3/2009,5.900357,5.951429,5.888214,5.943929,5.045187,394240000,-0.997,0.232,0.714,0.054
8/4/2009,5.890357,5.913214,5.864643,5.9125,5.018509,395810800,0,0,0,0
8/5/2009,5.919643,5.978214,5.864643,5.896786,5.005171,423183600,-0.978,0.136,0.819,0.045
8/6/2009,5.913571,5.946786,5.824643,5.853929,4.968794,341616800,0.5514,0.096,0.796,0.108
8/7/2009,5.910357,5.95,5.885714,5.911071,5.017295,387354800,-0.9932,0.212,0.729,0.059
8/10/2009,5.916429,5.95,5.845,5.882857,4.993349,300294400,-0.9769,0.155,0.757,0.088
8/11/2009,5.846071,5.870714,5.781429,5.815357,4.936054,355342400,0.9129,0.052,0.82,0.129
8/12/2009,5.805357,5.953929,5.802143,5.903929,5.011234,445071200,0.98,0.046,0.797,0.157
8/13/2009,5.951786,6.023929,5.946429,6.015,5.105512,439980800,0.9732,0.046,0.818,0.136
8/14/2009,5.997857,6.008214,5.911786,5.956429,5.055797,305816000,-0.6003,0.087,0.835,0.077
8/17/2009,5.841071,5.8425,5.693571,5.699643,4.837837,524381200,0.9731,0.051,0.825,0.124
8/18/2009,5.7725,5.865714,5.764643,5.857143,4.971522,431152400,0.7964,0.068,0.832,0.1
8/19/2009,5.8125,5.903571,5.801786,5.878571,4.989712,413271600,0.787,0.029,0.915,0.055
8/20/2009,5.892143,5.954286,5.878929,5.940357,5.042154,342031200,0,0,0,0
8/21/2009,5.9875,6.048929,5.957143,6.043571,5.129762,416074400,-0.875,0.096,0.887,0.017
8/24/2009,6.075714,6.096786,6.009643,6.037857,5.124913,406929600,-0.4515,0.038,0.927,0.035
8/25/2009,6.052143,6.105,6.040357,6.05,5.135219,324354800,0.9835,0.026,0.824,0.15
8/26/2009,6.032857,6.055357,5.955714,5.978929,5.074893,303998800,0.9268,0.017,0.836,0.146
8/27/2009,6.026786,6.056071,5.886786,6.051786,5.136735,449181600,0.34,0.051,0.874,0.075
8/28/2009,6.1525,6.160357,6.018929,6.073214,5.154924,453700800,0.2263,0.037,0.909,0.053
8/31/2009,6.005714,6.030357,5.946429,6.0075,5.099145,311337600,0,0,0,0
9/1/2009,5.999643,6.071429,5.890714,5.903571,5.010931,469028000,0.9681,0.017,0.8,0.183
9/2/2009,5.879286,5.986071,5.861071,5.899286,5.007292,364249200,0.659,0.086,0.818,0.096
9/3/2009,5.944286,5.967857,5.892857,5.948214,5.048823,293955200,0.9172,0.039,0.857,0.103
9/4/2009,5.974286,6.096429,5.9675,6.0825,5.162805,374628800,0.8748,0.02,0.886,0.094
9/8/2009,6.177857,6.183571,6.142857,6.176071,5.242227,315047600,0.9744,0.035,0.844,0.121
9/9/2009,6.170714,6.231071,6.060714,6.112143,5.187966,811087200,0.6808,0.052,0.889,0.059
9/10/2009,6.145,6.1875,6.100357,6.162857,5.231012,491134000,0,0,0,0
9/11/2009,6.175357,6.185,6.1025,6.148571,5.218885,348961200,0.9829,0.025,0.848,0.127
9/14/2009,6.101071,6.210714,6.080357,6.204286,5.266176,322011200,-0.8591,0.209,0.74,0.051
9/15/2009,6.215714,6.273214,6.199643,6.255714,5.309829,426470800,0,0,0,0
9/16/2009,6.356786,6.526786,6.352857,6.495357,5.513236,754023200,0.7096,0.009,0.947,0.045
9/17/2009,6.499286,6.671071,6.498929,6.591071,5.594478,810572000,-0.8955,0.085,0.907,0.008
9/18/2009,6.636786,6.6625,6.598571,6.607857,5.608727,601582800,-0.8933,0.087,0.882,0.032
9/21/2009,6.581786,6.612857,6.486429,6.572143,5.578413,437715600,0,0,0,0
9/22/2009,6.613929,6.620714,6.530357,6.588571,5.592357,356753600,0.91,0.032,0.895,0.073
9/23/2009,6.621429,6.746429,6.608214,6.625,5.623277,593563600,0.9767,0.03,0.859,0.111
9/24/2009,6.685714,6.703571,6.5275,6.565,5.572349,550880400,0.8481,0.073,0.823,0.104
9/25/2009,6.500357,6.625,6.48,6.513214,5.528394,445239200,-0.9367,0.116,0.798,0.085
9/28/2009,6.566786,6.667143,6.5475,6.648214,5.642981,337444800,-0.7603,0.088,0.87,0.042
9/29/2009,6.668929,6.692857,6.5825,6.620714,5.61964,345385600,0.8788,0,0.882,0.118
9/30/2009,6.6475,6.658929,6.521786,6.619643,5.618731,539585200,0.8294,0.032,0.839,0.129
10/1/2009,6.619643,6.650714,6.453571,6.459286,5.482621,524711600,0,0,0,0
10/2/2009,6.478929,6.640714,6.476786,6.603571,5.605088,553308000,0.8053,0.045,0.861,0.094
10/5/2009,6.65,6.673571,6.581071,6.643571,5.63904,423133200,0.7941,0.054,0.866,0.08
10/6/2009,6.705,6.786071,6.689286,6.786071,5.759993,605085600,0.9658,0.039,0.85,0.111
10/7/2009,6.777143,6.805357,6.751071,6.794643,5.767271,465668000,0.8945,0.045,0.878,0.077
10/8/2009,6.809286,6.8375,6.746071,6.759643,5.737562,438211200,-0.7506,0.054,0.922,0.024
10/9/2009,6.748929,6.810714,6.736429,6.8025,5.77394,293272000,0.3062,0.051,0.884,0.066
10/12/2009,6.822143,6.839643,6.772857,6.814643,5.784245,288024800,-0.883,0.106,0.819,0.074
10/13/2009,6.808214,6.8275,6.775,6.786429,5.760297,348020400,0.7655,0.037,0.894,0.069
10/14/2009,6.866071,6.868571,6.793929,6.831786,5.798797,375510800,0.9728,0.033,0.86,0.107
10/15/2009,6.7725,6.818571,6.768929,6.805714,5.776667,373556400,0.3018,0.066,0.861,0.073
10/16/2009,6.7625,6.798571,6.708571,6.716071,5.700576,431426800,-0.8221,0.077,0.875,0.049
10/19/2009,6.708929,6.785714,6.626786,6.780714,5.755445,942230800,0.9753,0.015,0.879,0.106
10/20/2009,7.164286,7.205357,7.066071,7.098571,6.025242,1141039200,0.9921,0.014,0.819,0.167
10/21/2009,7.125714,7.453929,7.115357,7.318571,6.211978,1193726800,0.9652,0.024,0.874,0.102
10/22/2009,7.310714,7.423214,7.2325,7.328571,6.220465,791392000,0.854,0.021,0.91,0.069
10/23/2009,7.346429,7.35,7.258214,7.283571,6.182269,420786800,0.9884,0.036,0.799,0.166
10/26/2009,7.273929,7.383929,7.146429,7.231429,6.138013,484338400,-0.4313,0.099,0.804,0.097
10/27/2009,7.202143,7.243214,7.016071,7.048929,5.983106,756551600,-0.4118,0.083,0.832,0.084
10/28/2009,7.061071,7.072143,6.825,6.871429,5.832444,818386800,0.128,0.057,0.871,0.072
10/29/2009,6.964286,7.028929,6.862143,7.0125,5.952187,570270400,0,0,0,0
10/30/2009,7.002143,7.028571,6.720357,6.732143,5.714219,717525200,0.765,0,0.905,0.095
11/2/2009,6.778571,6.888571,6.6275,6.761071,5.738775,678983200,0.9509,0.005,0.915,0.08
11/3/2009,6.708929,6.768571,6.64,6.741071,5.721797,522541600,-0.8176,0.071,0.89,0.039
11/4/2009,6.811786,6.923214,6.793929,6.814643,5.784245,487530400,0.9231,0.02,0.913,0.067
11/5/2009,6.871429,6.964286,6.850714,6.929643,5.881856,384801200,0,0,0,0
11/6/2009,6.875357,6.971071,6.871429,6.940714,5.891253,295097600,0.6452,0.052,0.867,0.082
11/9/2009,7.033571,7.210714,7.009286,7.195,6.10709,528855600,-0.9887,0.16,0.796,0.044
11/10/2009,7.179286,7.320714,7.178929,7.249286,6.153168,401195200,0.9595,0.053,0.839,0.108
11/11/2009,7.305714,7.321429,7.208214,7.258929,6.161355,443870000,-0.8356,0.104,0.815,0.081
11/12/2009,7.255,7.316786,7.193929,7.213929,6.123158,363731200,-0.8823,0.07,0.896,0.034
11/13/2009,7.245357,7.315357,7.216786,7.301786,6.197731,343240800,-0.4019,0.06,0.896,0.044
11/16/2009,7.338571,7.428571,7.321786,7.379643,6.263815,485206400,0.5554,0.05,0.879,0.071
11/17/2009,7.36,7.408571,7.321429,7.392857,6.275032,396513600,0.9508,0.055,0.803,0.142
11/18/2009,7.376429,7.392857,7.285714,7.355714,6.243505,374320800,0.9583,0.029,0.837,0.134
11/19/2009,7.3075,7.3075,7.135714,7.161071,6.078291,542326400,0.9719,0.02,0.865,0.115
11/20/2009,7.1125,7.156786,7.062857,7.14,6.060408,406666400,-0.6428,0.093,0.83,0.077
11/23/2009,7.25,7.357143,7.248214,7.352857,6.241079,474896800,0.9439,0.059,0.827,0.114
11/24/2009,7.333214,7.352857,7.246429,7.301429,6.197428,318438400,0,0,0,0
11/25/2009,7.335714,7.344643,7.277143,7.2925,6.189848,286454000,0.7876,0.033,0.885,0.082
11/27/2009,7.115,7.248571,7.084643,7.163929,6.080719,295257200,0.946,0.045,0.819,0.137
11/30/2009,7.1825,7.202857,7.098929,7.139643,6.060104,424858000,0.836,0,0.903,0.097
12/1/2009,7.222857,7.241786,7.029643,7.034643,5.97098,465763200,0.7335,0.057,0.856,0.087
12/2/2009,7.105714,7.193571,6.991071,7.008214,5.948548,715260000,0.9625,0.042,0.843,0.116
12/3/2009,7.050714,7.106429,7.009643,7.017143,5.956127,448719600,0.9823,0.046,0.821,0.133
12/4/2009,7.132143,7.138571,6.795714,6.904286,5.860333,826884800,0.8466,0.006,0.941,0.053
12/7/2009,6.904286,6.920357,6.738571,6.748214,5.727861,714758800,0.7399,0.028,0.916,0.057
12/8/2009,6.762857,6.869643,6.739286,6.781071,5.755749,690398800,0.9217,0.028,0.865,0.107
12/9/2009,6.831429,7.077143,6.796786,7.064286,5.99614,684782000,0.7579,0.045,0.887,0.068
12/10/2009,7.125,7.132143,7.004286,7.015357,5.95461,489669600,0.9803,0.087,0.736,0.177
12/11/2009,7.063571,7.071429,6.908214,6.9525,5.901258,429774800,-0.6504,0.074,0.867,0.059
12/14/2009,6.9775,7.051071,6.877143,7.035,5.971282,495790400,0.9847,0.034,0.848,0.118
12/15/2009,6.993929,7.053929,6.9025,6.934643,5.886101,419459600,-0.3612,0.051,0.905,0.045
12/16/2009,6.967857,7.017857,6.948214,6.965357,5.912169,352984800,0.7506,0.034,0.897,0.07
12/17/2009,6.937857,6.964286,6.821429,6.852143,5.816074,388838800,0.9817,0.07,0.775,0.155
12/18/2009,6.898929,6.982143,6.878571,6.979643,5.924297,608770400,0.9765,0.054,0.798,0.148
12/21/2009,7.001786,7.133929,6.988214,7.079643,6.009175,611906400,0.9726,0.051,0.814,0.135
12/22/2009,7.122857,7.173214,7.095,7.155714,6.073744,349515600,0.9724,0.054,0.794,0.152
12/23/2009,7.185714,7.227857,7.171786,7.217857,6.126491,345525600,0.9267,0.035,0.88,0.084
12/24/2009,7.269643,7.476786,7.2625,7.465714,6.336873,500889200,0.923,0.051,0.849,0.1
12/28/2009,7.561429,7.641071,7.486071,7.5575,6.414779,644565600,0.9371,0.031,0.874,0.095
12/29/2009,7.593929,7.597143,7.454643,7.467857,6.338691,445205600,0,0,0,0
12/30/2009,7.458214,7.571429,7.439643,7.558571,6.415689,412084400,0.8672,0.066,0.828,0.107
12/31/2009,7.611786,7.619643,7.52,7.526071,6.388103,352410800,0.5423,0.018,0.933,0.048
1/4/2010,7.6225,7.660714,7.585,7.643214,6.487535,493729600,0,0,0,0
1/5/2010,7.664286,7.699643,7.616071,7.656429,6.49875,601904800,0.8775,0,0.958,0.042
1/6/2010,7.656429,7.686786,7.526786,7.534643,6.39538,552160000,0.653,0.008,0.964,0.028
1/7/2010,7.5625,7.571429,7.466071,7.520714,6.383555,477131200,0.0258,0.036,0.925,0.04
1/8/2010,7.510714,7.571429,7.466429,7.570714,6.425996,447610800,0.975,0.062,0.792,0.147
1/11/2010,7.6,7.607143,7.444643,7.503929,6.369311,462229600,-0.9811,0.144,0.778,0.078
1/12/2010,7.471071,7.491786,7.372143,7.418571,6.296857,594459600,-0.8225,0.124,0.815,0.061
1/13/2010,7.423929,7.533214,7.289286,7.523214,6.385677,605892000,-0.8509,0.096,0.834,0.07
1/14/2010,7.503929,7.516429,7.465,7.479643,6.348694,432894000,0.8977,0.098,0.776,0.126
1/15/2010,7.533214,7.557143,7.3525,7.354643,6.242596,594067600,0.9091,0.053,0.85,0.097
1/19/2010,7.440357,7.685357,7.401429,7.68,6.518757,730007600,0.9965,0,0.824,0.176
1/20/2010,7.675357,7.698214,7.482143,7.561786,6.418417,612152800,0.8862,0.02,0.923,0.058
1/21/2010,7.574286,7.618214,7.400357,7.431071,6.307467,608154400,0.9584,0.022,0.906,0.073
1/22/2010,7.385,7.410714,7.041429,7.0625,5.994627,881767600,0.9941,0.026,0.806,0.168
